0039	{"energy": "61", "fat": "0.16", "saturedFat": "0.08", "carbohydrate": "12.5", "sugar": "0.08", "fibre": "12.5", "protein": "0.8", "salt": "1.7"}
0040	{"energy": "430", "fat": "15", "saturedFat": "8.8", "carbohydrate": "67", "sugar": "64", "fibre": "-1", "protein": "5", "salt": "0.02"}
0041	{"energy": "424", "fat": "22", "saturedFat": "14", "carbohydrate": "46", "sugar": "6.8", "fibre": "3.5", "protein": "8.8", "salt": "1.5"}
0042	{"energy": "203", "fat": "20", "saturedFat": "2.9", "carbohydrate": "1.6", "sugar": "0.5", "fibre": "4.1", "protein": "2.2", "salt": "2.9"}
0043	{"energy": "128", "fat": "4.3", "saturedFat": "-1", "carbohydrate": "18", "sugar": "-1", "fibre": "-1", "protein": "2.9", "salt": "0.04"}
0044	{"energy": "409", "fat": "7.7", "saturedFat": "3.2", "carbohydrate": "73.9", "sugar": "25.0", "fibre": "5.8", "protein": "8.2", "salt": "0.49"}
0045	{"energy": "345", "fat": "0", "saturedFat": "0", "carbohydrate": "80", "sugar": "52", "fibre": "0", "protein": "4.8", "salt": "0.2"}
0046	{"energy": "590", "fat": "46", "saturedFat": "6", "carbohydrate": "16", "sugar": "5.5", "fibre": "7.3", "protein": "25", "salt": "1.6"}
0047	{"energy": "103", "fat": "9.6", "saturedFat": "1", "carbohydrate": "3", "sugar": "0.2", "fibre": "-1", "protein": "0.6", "salt": "1.6"}
0048	{"energy": "149", "fat": "11", "saturedFat": "6.1", "carbohydrate": "4.1", "sugar": "3.4", "fibre": "0", "protein": "8.5", "salt": "0.48"}
0049	{"energy": "83", "fat": "2.6", "saturedFat": "0.3", "carbohydrate": "15", "sugar": "1.2", "fibre": "1", "protein": "1", "salt": "0.2"}
0050	{"energy": "323", "fat": "2.3", "saturedFat": "0.3", "carbohydrate": "45", "sugar": "0.7", "fibre": "17", "protein": "22", "salt": "0.03"}
0051	{"energy": "312", "fat": "4.5", "saturedFat": "0.6", "carbohydrate": "59", "sugar": "44", "fibre": "5.4", "protein": "6.2", "salt": "18.1"}
0052	{"energy": "449", "fat": "18.3", "saturedFat": "10.8", "carbohydrate": "66.3", "sugar": "43.9", "fibre": "0", "protein": "4.1", "salt": "0.14"}
0053	{"energy": "242", "fat": "17", "saturedFat": "10", "carbohydrate": "2.6", "sugar": "0.2", "fibre": "0", "protein": "14", "salt": "1.5"}
0054	{"energy": "497", "fat": "24", "saturedFat": "14", "carbohydrate": "62", "sugar": "30", "fibre": "2.8", "protein": "6.8", "salt": "0.09"}
0055	{"energy": "166", "fat": "1.6", "saturedFat": "0.2", "carbohydrate": "26", "sugar": "4.2", "fibre": "0", "protein": "7.5", "salt": "1.39"}
0056	{"energy": "398", "fat": "16", "saturedFat": "9.7", "carbohydrate": "54", "sugar": "28", "fibre": "2.2", "protein": "7.3", "salt": "0.38"}
0057	{"energy": "450", "fat": "15", "saturedFat": "10", "carbohydrate": "64", "sugar": "5.3", "fibre": "3.7", "protein": "13", "salt": "2.1"}
0058	{"energy": "472", "fat": "24", "saturedFat": "6.0", "carbohydrate": "43", "sugar": "8.2", "fibre": "16", "protein": "13", "salt": "0.25"}
0059	{"energy": "521", "fat": "31", "saturedFat": "4.5", "carbohydrate": "48", "sugar": "43", "fibre": "-1", "protein": "10", "salt": "0.11"}
0060	{"energy": "529", "fat": "30", "saturedFat": "18.7", "carbohydrate": "58.2", "sugar": "16.5", "fibre": "2", "protein": "5.6", "salt": "0.68"}
0061	{"energy": "40", "fat": "0", "saturedFat": "0", "carbohydrate": "9.3", "sugar": "9.3", "fibre": "0", "protein": "0.7", "salt": "0"}
0062	{"energy": "197", "fat": "13", "saturedFat": "1.8", "carbohydrate": "0", "sugar": "0", "fibre": "0", "protein": "20", "salt": "0.1"}
0063	{"energy": "16", "fat": "0.5", "saturedFat": "0.1", "carbohydrate": "0.8", "sugar": "0.5", "fibre": "2.1", "protein": "1.5", "salt": "1.6"}
0064	{"energy": "571", "fat": "35.6", "saturedFat": "20.5", "carbohydrate": "56.8", "sugar": "55.4", "fibre": "0", "protein": "4.8", "salt": "0.142"}
0065	{"energy": "362", "fat": "1", "saturedFat": "0.2", "carbohydrate": "75.3", "sugar": "1.2", "fibre": "3.3", "protein": "11.3", "salt": "0.002"}
0066	{"energy": "283", "fat": "27", "saturedFat": "0", "carbohydrate": "3", "sugar": "0", "fibre": "0", "protein": "7", "salt": "1.4"}
0067	{"energy": "360", "fat": "1.5", "saturedFat": "0.3", "carbohydrate": "74", "sugar": "3.1", "fibre": "3.3", "protein": "11", "salt": "0.01"}
0068	{"energy": "559", "fat": "36", "saturedFat": "17.6", "carbohydrate": "50", "sugar": "47.5", "fibre": "2.7", "protein": "7.2", "salt": "0.17"}
0069	{"energy": "222", "fat": "1.3", "saturedFat": "0.2", "carbohydrate": "51", "sugar": "32", "fibre": "0.7", "protein": "1.2", "salt": "0.01"}
0070	{"energy": "466", "fat": "21", "saturedFat": "9.4", "carbohydrate": "56", "sugar": "36", "fibre": "4.7", "protein": "11", "salt": "0.34"}
0071	{"energy": "84", "fat": "2.9", "saturedFat": "1.8", "carbohydrate": "12", "sugar": "1.9", "fibre": "1.2", "protein": "2.4", "salt": "0.25"}
0072	{"energy": "48", "fat": "1.8", "saturedFat": "0.9", "carbohydrate": "6.3", "sugar": "1.4", "fibre": "0.5", "protein": "1.3", "salt": "1.5"}
0073	{"energy": "157", "fat": "12", "saturedFat": "7.1", "carbohydrate": "9.6", "sugar": "3.4", "fibre": "0.6", "protein": "3", "salt": "1.5"}
0074	{"energy": "227", "fat": "9.7", "saturedFat": "2.9", "carbohydrate": "23", "sugar": "3", "fibre": "2.2", "protein": "10", "salt": "0.98"}
0075	{"energy": "333", "fat": "30", "saturedFat": "21", "carbohydrate": "0.8", "sugar": "0.5", "fibre": "0", "protein": "15", "salt": "1.4"}
0076	{"energy": "335", "fat": "1.7", "saturedFat": "0.4", "carbohydrate": "50", "sugar": "1.2", "fibre": "7.6", "protein": "26", "salt": "0.01"}
0077	{"energy": "349", "fat": "1.7", "saturedFat": "0.5", "carbohydrate": "53", "sugar": "2.4", "fibre": "11", "protein": "25", "salt": "0.03"}
0078	{"energy": "410", "fat": "20", "saturedFat": "11", "carbohydrate": "49", "sugar": "15", "fibre": "3.2", "protein": "7.2", "salt": "0.75"}
0079	{"energy": "559", "fat": "34", "saturedFat": "20", "carbohydrate": "56", "sugar": "55", "fibre": "1.2", "protein": "6.6", "salt": "0.19"}
0080	{"energy": "329", "fat": "0.5", "saturedFat": "0.1", "carbohydrate": "81", "sugar": "52", "fibre": "1.3", "protein": "0.5", "salt": "0.17"}
0081	{"energy": "346", "fat": "0", "saturedFat": "0", "carbohydrate": "86", "sugar": "0", "fibre": "0", "protein": "0", "salt": "0"}
0082	{"energy": "45", "fat": "0.5", "saturedFat": "0", "carbohydrate": "11.3", "sugar": "11.3", "fibre": "-1", "protein": "0.5", "salt": "0"}
0083	{"energy": "355", "fat": "1", "saturedFat": "0.4", "carbohydrate": "78", "sugar": "0.4", "fibre": "2.4", "protein": "7.5", "salt": "0.03"}
0084	{"energy": "169", "fat": "15", "saturedFat": "9", "carbohydrate": "4", "sugar": "4", "fibre": "-1", "protein": "4.5", "salt": "0.1"}
0085	{"energy": "309", "fat": "24", "saturedFat": "18", "carbohydrate": "18", "sugar": "11", "fibre": "0", "protein": "5.2", "salt": "0.12"}
0086	{"energy": "273", "fat": "0.3", "saturedFat": "0.3", "carbohydrate": "62", "sugar": "51", "fibre": "7.8", "protein": "2", "salt": "0.03"}
0087	{"energy": "28", "fat": "0.2", "saturedFat": "0.1", "carbohydrate": "4", "sugar": "4", "fibre": "-1", "protein": "1.3", "salt": "0.5"}
0088	{"energy": "228", "fat": "1.9", "saturedFat": "0", "carbohydrate": "30", "sugar": "30", "fibre": "29", "protein": "8.1", "salt": "0"}
0089	{"energy": "444", "fat": "16", "saturedFat": "8", "carbohydrate": "62", "sugar": "3", "fibre": "4", "protein": "11", "salt": "1.8"}
0090	{"energy": "223", "fat": "3.5", "saturedFat": "1.8", "carbohydrate": "39", "sugar": "8", "fibre": "1.4", "protein": "8.1", "salt": "1.7"}
0091	{"energy": "430", "fat": "14", "saturedFat": "8.5", "carbohydrate": "62", "sugar": "22", "fibre": "8.2", "protein": "9.5", "salt": "0.17"}
0092	{"energy": "183", "fat": "18", "saturedFat": "16", "carbohydrate": "3.9", "sugar": "2.0", "fibre": "0", "protein": "1.2", "salt": "0.06"}
0093	{"energy": "60", "fat": "1.0", "saturedFat": "0.5", "carbohydrate": "10", "sugar": "9", "fibre": "0.5", "protein": "2.8", "salt": "0.1"}
0094	{"energy": "586", "fat": "40.1", "saturedFat": "18.1", "carbohydrate": "47.6", "sugar": "45.5", "fibre": "3.5", "protein": "6.8", "salt": "0.12"}
0095	{"energy": "396", "fat": "0.5", "saturedFat": "0", "carbohydrate": "94", "sugar": "94", "fibre": "0", "protein": "5", "salt": "0"}
0096	{"energy": "359", "fat": "1.5", "saturedFat": "0.5", "carbohydrate": "72", "sugar": "2.5", "fibre": "-1", "protein": "13", "salt": "0.005"}
0097	{"energy": "47", "fat": "1.8", "saturedFat": "0.3", "carbohydrate": "4.2", "sugar": "4.2", "fibre": "0", "protein": "3.3", "salt": "0.17"}
0098	{"energy": "402", "fat": "6.1", "saturedFat": "3.3", "carbohydrate": "75", "sugar": "17", "fibre": "6.8", "protein": "9", "salt": "0.56"}
0099	{"energy": "49", "fat": "0.5", "saturedFat": "0.1", "carbohydrate": "11.0", "sugar": "11", "fibre": "0", "protein": "0.5", "salt": "0"}
0100	{"energy": "415", "fat": "8.2", "saturedFat": "1.8", "carbohydrate": "75", "sugar": "3.3", "fibre": "3.4", "protein": "12", "salt": "2.9"}
0101	{"energy": "420", "fat": "12", "saturedFat": "3.9", "carbohydrate": "70", "sugar": "26", "fibre": "3.6", "protein": "6.2", "salt": "1"}
0102	{"energy": "430", "fat": "12", "saturedFat": "5.7", "carbohydrate": "68", "sugar": "21", "fibre": "3", "protein": "11", "salt": "0.96"}
0103	{"energy": "47", "fat": "0.2", "saturedFat": "0", "carbohydrate": "10", "sugar": "10", "fibre": "1.9", "protein": "0.3", "salt": "0"}
0104	{"energy": "61", "fat": "0", "saturedFat": "0", "carbohydrate": "9", "sugar": "1", "fibre": "4.6", "protein": "2.9", "salt": "0.77"}
0105	{"energy": "550", "fat": "36", "saturedFat": "16", "carbohydrate": "48", "sugar": "45", "fibre": "4.6", "protein": "7.6", "salt": "0.17"}
0106	{"energy": "44", "fat": "0", "saturedFat": "0", "carbohydrate": "10", "sugar": "10", "fibre": "0", "protein": "0", "salt": "0"}
0107	{"energy": "439", "fat": "17", "saturedFat": "5.7", "carbohydrate": "60", "sugar": "20", "fibre": "3.1", "protein": "8.7", "salt": "0.51"}
0108	{"energy": "377", "fat": "2.8", "saturedFat": "1.1", "carbohydrate": "75.2", "sugar": "22.4", "fibre": "8.6", "protein": "8.5", "salt": "0.22"}
0109	{"energy": "38", "fat": "0", "saturedFat": "0", "carbohydrate": "8.6", "sugar": "8.6", "fibre": "0", "protein": "0.9", "salt": "0"}
0110	{"energy": "341", "fat": "20", "saturedFat": "9.4", "carbohydrate": "34", "sugar": "25", "fibre": "-1", "protein": "5.9", "salt": "0.24"}
0111	{"energy": "48", "fat": "0.2", "saturedFat": "0", "carbohydrate": "0.7", "sugar": "0.7", "fibre": "0", "protein": "10.9", "salt": "0.42"}
0112	{"energy": "342", "fat": "0", "saturedFat": "0", "carbohydrate": "75", "sugar": "0", "fibre": "1", "protein": "10", "salt": "0"}
0113	{"energy": "370", "fat": "14", "saturedFat": "6.1", "carbohydrate": "54", "sugar": "15", "fibre": "4", "protein": "7.6", "salt": "1"}
0114	{"energy": "416", "fat": "17", "saturedFat": "13", "carbohydrate": "61", "sugar": "42", "fibre": "3.5", "protein": "4.3", "salt": "0.27"}
0115	{"energy": "544", "fat": "34", "saturedFat": "2", "carbohydrate": "51", "sugar": "5.1", "fibre": "5.3", "protein": "5.5", "salt": "1.2"}
0116	{"energy": "220", "fat": "1.5", "saturedFat": "0.3", "carbohydrate": "42", "sugar": "1.7", "fibre": "5.2", "protein": "7.1", "salt": "1"}
0117	{"energy": "592.0", "fat": "41.7", "saturedFat": "17.2", "carbohydrate": "42.6", "sugar": "40.1", "fibre": "2.9", "protein": "10", "salt": "0.23"}
0118	{"energy": "324", "fat": "8", "saturedFat": "5.4", "carbohydrate": "56", "sugar": "56", "fibre": "0", "protein": "6.9", "salt": "0.23"}
0119	{"energy": "146", "fat": "2.8", "saturedFat": "0.3", "carbohydrate": "22", "sugar": "5.7", "fibre": "0", "protein": "7.7", "salt": "1.2"}
0120	{"energy": "14", "fat": "0", "saturedFat": "0", "carbohydrate": "3.4", "sugar": "2.4", "fibre": "0", "protein": "0", "salt": "0.07"}
0121	{"energy": "308", "fat": "23", "saturedFat": "9", "carbohydrate": "0.5", "sugar": "0.5", "fibre": "0.5", "protein": "25", "salt": "3.6"}
0122	{"energy": "475", "fat": "22", "saturedFat": "13", "carbohydrate": "57", "sugar": "56", "fibre": "1.2", "protein": "4.4", "salt": "0.21"}
0123	{"energy": "497", "fat": "24", "saturedFat": "3", "carbohydrate": "60", "sugar": "0.8", "fibre": "5.5", "protein": "7.6", "salt": "1.5"}
0124	{"energy": "610", "fat": "44", "saturedFat": "12", "carbohydrate": "40", "sugar": "35", "fibre": "-1", "protein": "9", "salt": "0.1"}
0125	{"energy": "76", "fat": "4", "saturedFat": "2.4", "carbohydrate": "4.6", "sugar": "4.6", "fibre": "-1", "protein": "4.7", "salt": "0.12"}
0126	{"energy": "373", "fat": "5", "saturedFat": "4", "carbohydrate": "78", "sugar": "67", "fibre": "0", "protein": "4", "salt": "0.1"}
0127	{"energy": "599", "fat": "52", "saturedFat": "5.6", "carbohydrate": "7", "sugar": "2.5", "fibre": "9", "protein": "21", "salt": "0.03"}
0128	{"energy": "520", "fat": "27", "saturedFat": "23", "carbohydrate": "62", "sugar": "39", "fibre": "0", "protein": "4.6", "salt": "0.23"}
0129	{"energy": "13", "fat": "0.5", "saturedFat": "0", "carbohydrate": "3.4", "sugar": "3.4", "fibre": "0", "protein": "0.5", "salt": "0"}
0130	{"energy": "355", "fat": "1.7", "saturedFat": "0.9", "carbohydrate": "72", "sugar": "3.9", "fibre": "-1", "protein": "13", "salt": "0.004"}
0131	{"energy": "434", "fat": "24", "saturedFat": "11", "carbohydrate": "48", "sugar": "24", "fibre": "2.6", "protein": "5.3", "salt": "0.29"}
0132	{"energy": "362", "fat": "1.6", "saturedFat": "0.3", "carbohydrate": "80", "sugar": "0.5", "fibre": "1.6", "protein": "6.1", "salt": "0.01"}
0133	{"energy": "191", "fat": "5.4", "saturedFat": "0.9", "carbohydrate": "22", "sugar": "10", "fibre": "0", "protein": "12", "salt": "11.3"}
0134	{"energy": "550", "fat": "33", "saturedFat": "20", "carbohydrate": "56", "sugar": "56", "fibre": "0.8", "protein": "6.8", "salt": "0.21"}
0135	{"energy": "345", "fat": "1.2", "saturedFat": "0.3", "carbohydrate": "74", "sugar": "0.7", "fibre": "1.8", "protein": "8.6", "salt": "2"}
0136	{"energy": "5", "fat": "0.5", "saturedFat": "0.3", "carbohydrate": "0.5", "sugar": "0.5", "fibre": "0.5", "protein": "0.5", "salt": "0.88"}
0137	{"energy": "541", "fat": "31", "saturedFat": "18", "carbohydrate": "58", "sugar": "57", "fibre": "2.5", "protein": "6.3", "salt": "0.17"}
0138	{"energy": "299", "fat": "14", "saturedFat": "9.3", "carbohydrate": "41", "sugar": "22", "fibre": "1", "protein": "1.7", "salt": "0.07"}
0139	{"energy": "205", "fat": "8.2", "saturedFat": "6.6", "carbohydrate": "27", "sugar": "20", "fibre": "0", "protein": "5.9", "salt": "0.15"}
0140	{"energy": "324", "fat": "0", "saturedFat": "0", "carbohydrate": "81", "sugar": "75", "fibre": "0", "protein": "0", "salt": "0"}
0141	{"energy": "29", "fat": "0.6", "saturedFat": "0.3", "carbohydrate": "4.3", "sugar": "0.7", "fibre": "0.5", "protein": "1.3", "salt": "0.91"}
0142	{"energy": "900", "fat": "100", "saturedFat": "90", "carbohydrate": "0", "sugar": "0", "fibre": "-1", "protein": "0", "salt": "0"}
0143	{"energy": "448", "fat": "12", "saturedFat": "2.1", "carbohydrate": "73", "sugar": "1.4", "fibre": "3.9", "protein": "10", "salt": "2.3"}
0144	{"energy": "28", "fat": "0.6", "saturedFat": "0.2", "carbohydrate": "3.5", "sugar": "0.5", "fibre": "0.7", "protein": "1.7", "salt": "0.81"}
0145	{"energy": "23", "fat": "0", "saturedFat": "0", "carbohydrate": "5.8", "sugar": "5.8", "fibre": "0", "protein": "0", "salt": "0"}
0146	{"energy": "336", "fat": "2.1", "saturedFat": "0", "carbohydrate": "73", "sugar": "45", "fibre": "5.2", "protein": "3.7", "salt": "0.01"}
0147	{"energy": "274", "fat": "18", "saturedFat": "7", "carbohydrate": "0", "sugar": "0", "fibre": "0", "protein": "28", "salt": "4.9"}
0148	{"energy": "354", "fat": "19.6", "saturedFat": "9.1", "carbohydrate": "36.8", "sugar": "1.0", "fibre": "4.0", "protein": "2.5", "salt": "0.98"}
0149	{"energy": "566", "fat": "37.3", "saturedFat": "16.6", "carbohydrate": "48.4", "sugar": "45.3", "fibre": "3.9", "protein": "7.2", "salt": "0.12"}
0150	{"energy": "50", "fat": "0", "saturedFat": "0", "carbohydrate": "12", "sugar": "11", "fibre": "0.8", "protein": "0", "salt": "0"}
0151	{"energy": "246", "fat": "3.4", "saturedFat": "0.4", "carbohydrate": "48", "sugar": "3.8", "fibre": "6.6", "protein": "2.9", "salt": "1.1"}
0152	{"energy": "269", "fat": "25", "saturedFat": "19", "carbohydrate": "8", "sugar": "8", "fibre": "0", "protein": "2.9", "salt": "0.11"}
0153	{"energy": "124", "fat": "5.3", "saturedFat": "0.8", "carbohydrate": "0.2", "sugar": "0.2", "fibre": "7.8", "protein": "15.1", "salt": "3"}
0154	{"energy": "461", "fat": "21", "saturedFat": "2.4", "carbohydrate": "52", "sugar": "11", "fibre": "7.9", "protein": "12", "salt": "0.31"}
0155	{"energy": "44", "fat": "1", "saturedFat": "0.1", "carbohydrate": "7.1", "sugar": "4.7", "fibre": "-1", "protein": "1", "salt": "1"}
0156	{"energy": "418", "fat": "20", "saturedFat": "9.4", "carbohydrate": "52", "sugar": "29", "fibre": "1.9", "protein": "6.3", "salt": "0.49"}
0157	{"energy": "150", "fat": "12", "saturedFat": "8.4", "carbohydrate": "3", "sugar": "3", "fibre": "0", "protein": "7.5", "salt": "0.35"}
0158	{"energy": "498", "fat": "23", "saturedFat": "11", "carbohydrate": "64", "sugar": "26", "fibre": "3.3", "protein": "7.2", "salt": "0.4"}
0159	{"energy": "623", "fat": "47", "saturedFat": "35", "carbohydrate": "44", "sugar": "43", "fibre": "0", "protein": "4.7", "salt": "0.18"}
0160	{"energy": "42", "fat": "0.1", "saturedFat": "0", "carbohydrate": "9.4", "sugar": "9.4", "fibre": "0.5", "protein": "0.6", "salt": "0"}
0161	{"energy": "357", "fat": "6.9", "saturedFat": "1.5", "carbohydrate": "68", "sugar": "39", "fibre": "1.7", "protein": "4.8", "salt": "0.15"}
0162	{"energy": "351", "fat": "28", "saturedFat": "20", "carbohydrate": "0.8", "sugar": "0", "fibre": "0", "protein": "24", "salt": "2"}
0163	{"energy": "227", "fat": "15", "saturedFat": "3.5", "carbohydrate": "0", "sugar": "0", "fibre": "-1", "protein": "23", "salt": "1.2"}
0164	{"energy": "326", "fat": "2.1", "saturedFat": "0.6", "carbohydrate": "70", "sugar": "36", "fibre": "1.3", "protein": "6.1", "salt": "0"}
0165	{"energy": "49", "fat": "0.5", "saturedFat": "0.1", "carbohydrate": "9", "sugar": "2.7", "fibre": "2", "protein": "1", "salt": "2.6"}
0166	{"energy": "499", "fat": "33", "saturedFat": "8.6", "carbohydrate": "39.1", "sugar": "36.8", "fibre": "0", "protein": "9.4", "salt": "0"}
0167	{"energy": "23", "fat": "0.6", "saturedFat": "0.4", "carbohydrate": "3.4", "sugar": "0.5", "fibre": "-1", "protein": "0.8", "salt": "1"}
0168	{"energy": "397", "fat": "12", "saturedFat": "4.5", "carbohydrate": "68", "sugar": "45", "fibre": "1.1", "protein": "3.6", "salt": "0.3"}
0169	{"energy": "211", "fat": "14", "saturedFat": "2.4", "carbohydrate": "13", "sugar": "3.4", "fibre": "0.7", "protein": "8", "salt": "1.7"}
0170	{"energy": "340", "fat": "3.8", "saturedFat": "0.6", "carbohydrate": "52", "sugar": "5.5", "fibre": "11", "protein": "18", "salt": "3.8"}
0171	{"energy": "326", "fat": "0.5", "saturedFat": "0.0", "carbohydrate": "78", "sugar": "62", "fibre": "1.9", "protein": "0.7", "salt": "0.2"}
0172	{"energy": "405", "fat": "10.5", "saturedFat": "1.4", "carbohydrate": "67.9", "sugar": "3", "fibre": "9", "protein": "5.2", "salt": "1.35"}
0173	{"energy": "75", "fat": "4.9", "saturedFat": "4.1", "carbohydrate": "7", "sugar": "0.3", "fibre": "-1", "protein": "0.6", "salt": "0.09"}
0174	{"energy": "645", "fat": "50", "saturedFat": "9.4", "carbohydrate": "22", "sugar": "6.3", "fibre": "0", "protein": "22", "salt": "0.7"}
0175	{"energy": "59", "fat": "5.7", "saturedFat": "3.8", "carbohydrate": "3", "sugar": "3", "fibre": "0", "protein": "6.5", "salt": "1.3"}
0176	{"energy": "552", "fat": "36", "saturedFat": "2", "carbohydrate": "48", "sugar": "0.8", "fibre": "6", "protein": "6", "salt": "1.2"}
0177	{"energy": "398", "fat": "8", "saturedFat": "1", "carbohydrate": "73", "sugar": "2", "fibre": "7", "protein": "5", "salt": "1.1"}
